zip,latitude,longitude,source
01139,42.1707,-72.6048,geonames
01144,42.101894,-72.590907,census
01151,42.15186,-72.509131,census
01152,42.1707,-72.6048,geonames
01199,42.1199,-72.605,geonames
01201,42.454302,-73.282074,census
01202,42.3929,-73.2285,geonames
01203,42.3929,-73.2285,geonames
01220,42.62556,-73.119828,census
01222,42.062743,-73.317498,census
01223,42.304286,-73.111494,census
01224,42.503728,-73.201636,census
01225,42.565107,-73.149142,census
01226,42.479819,-73.153776,census
01227,42.4737,-73.1662,geonames
01229,42.29008,-73.354218,census
01230,42.173196,-73.32429,census
01235,42.425677,-73.063028,census
01236,42.274499,-73.386155,census
01237,42.549804,-73.261144,census
01238,42.300457,-73.231006,census
01240,42.382693,-73.266632,census
01242,42.333734,-73.249199,census
01243,42.367907,-73.054094,census
01244,42.117456,-73.278635,census
01245,42.193307,-73.218499,census
01247,42.695699,-73.093852,census
01252,42.1986,-73.4462,geonames
01253,42.206683,-73.113214,census
01254,42.382019,-73.365492,census
01255,42.1029,-73.125991,census
01256,42.594166,-73.02232,census
01257,42.085244,-73.367483,census
01258,42.09092,-73.470197,census
01259,42.06926,-73.228949,census
01260,42.261673,-73.27516,census
01262,42.310055,-73.324468,census
01263,42.3929,-73.2285,geonames
01264,42.234822,-73.197083,census
01266,42.312354,-73.388044,census
01267,42.671617,-73.246981,census
01270,42.519837,-73.04969,census
01301,42.626761,-72.60153,census
01302,42.5222,-72.6242,geonames
01330,42.513947,-72.821517,census
01331,42.570237,-72.182903,census
01337,42.689307,-72.582289,census
01338,42.575889,-72.80665,census
01339,42.61045,-72.887735,census
01340,42.68553,-72.731135,census
01341,42.507177,-72.701525,census
01342,42.543889,-72.609458,census
01343,42.64773,-72.969767,census
01344,42.613418,-72.426428,census
01346,42.658496,-72.806057,census
01347,42.563223,-72.509775,census
01349,42.56746,-72.467542,census
01350,42.727772,-72.985346,census
01351,42.53988,-72.521689,census
01354,42.624101,-72.508607,census
01355,42.458551,-72.327191,census
01360,42.677091,-72.453876,census
01364,42.605437,-72.292074,census
01366,42.491583,-72.180876,census
01367,42.692882,-72.919244,census
01368,42.676687,-72.184052,census
01370,42.593376,-72.726928,census
01373,42.475481,-72.615403,census
01375,42.466691,-72.546751,census
01376,42.591441,-72.544674,census
01378,42.679971,-72.339882,census
01379,42.527853,-72.398403,census
01380,42.588496,-72.406298,census
01420,42.584925,-71.816862,census
01430,42.673052,-71.920335,census
01431,42.676293,-71.832523,census
01432,42.566588,-71.575126,census
01434,42.53206,-71.61374,census
01436,42.602059,-72.087015,census
01438,42.561088,-72.036074,census
01440,42.588337,-71.986069,census
01441,42.5459,-71.9106,geonames
01450,42.611636,-71.564743,census
01451,42.501908,-71.568201,census
01452,42.495111,-72.002339,census
01453,42.519967,-71.763319,census
01460,42.535931,-71.490569,census
01462,42.582607,-71.720464,census
01463,42.670643,-71.602858,census
01464,42.573654,-71.640986,census
01467,42.4871,-71.6131,geonames
01468,42.542767,-72.068345,census
01469,42.664794,-71.695055,census
01470,42.6112,-71.5745,geonames
01471,42.6112,-71.5745,geonames
01472,42.6043,-71.6273,geonames
01473,42.5546,-71.90544,census
01474,42.673143,-71.748378,census
01475,42.66816,-72.055644,census
01501,42.198867,-71.845722,census
01503,42.384929,-71.633889,census
01504,42.039991,-71.532406,census
01505,42.355049,-71.716157,census
01506,42.180807,-72.107888,census
01507,42.133935,-71.968025,census
01508,42.1459,-71.9884,geonames
01509,42.1731,-71.9787,geonames
01510,42.411887,-71.690005,census
01515,42.209682,-72.040178,census
01516,42.053072,-71.752241,census
01518,42.108325,-72.113692,census
